"","model","testletid","itemid","alphabet","A","B","C","D","item_prompt","response","cleaned_response","correct_response","correct","stringdist","model_short","participant_id","participant_group","exclude","exclude_comment"
"1539","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota lambda lambda","iota iota lambda lambda","iota iota lambda lambda",1,0,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1540","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta kappa","eta kappa","eta kappa",1,0,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1541","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1004,"Greek","epsilon zeta","epsilon eta eta","kappa lambda","kappa mu mu","If epsilon zeta changes to epsilon eta eta, what does kappa lambda change to ?","kappa mu mu","kappa mu mu","kappa mu mu",1,0,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1542","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1005,"Greek","delta epsilon","gamma epsilon","theta theta iota iota","eta eta iota iota","If delta epsilon changes to gamma epsilon, what does theta theta iota iota change to ?","eta eta iota iota","eta eta iota iota","eta eta iota iota",1,0,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1543","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ #","~ #","~ {",0,1,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1544","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $","If % ! changes to % % ^ ^, what does # ~ change to ?","# ~ # #","# ~ # #","# # $ $",0,3,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1545","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ ~","^ ~","^ $",0,1,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1546","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ ~ ~","$ ~ ~","$ = =",0,2,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1547","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,1005,"Symbol","^ #","! #","{ { = =","$ $ = =","If ^ # changes to ! #, what does { { = = change to ?","! { = =","! { = =","$ $ = =",0,2,"Llama-3.1 405B","Llama-3.1 405B_3","Llama-3.1 405B",NA,NA
"1548","google/gemma-2-27b-it",3,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1549","google/gemma-2-27b-it",3,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k 
","j k k","j k k",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1550","google/gemma-2-27b-it",3,1001,"Latin","c d","c e","g h","g i","If c d changes to c e, what does g h change to ?","g i 
","g i","g i",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1551","google/gemma-2-27b-it",3,1002,"Latin","d e","d d f f","j k","j j l l","If d e changes to d d f f, what does j k change to ?","j j l l 
","j j l l","j j l l",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1552","google/gemma-2-27b-it",3,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l 
","i l","i l",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1553","google/gemma-2-27b-it",3,1004,"Latin","c d","c e e","h i","h j j","If c d changes to c e e, what does h i change to ?","h i i 
","h i i","h j j",0,2,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1554","google/gemma-2-27b-it",3,1005,"Latin","e f","d f","l l m m","k k m m","If e f changes to d f, what does l l m m change to ?","k k m m 
","k k m m","k k m m",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1555","google/gemma-2-27b-it",3,1001,"Greek","delta epsilon","delta zeta","theta iota","theta kappa","If delta epsilon changes to delta zeta, what does theta iota change to ?","theta kappa 
","theta kappa","theta kappa",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1556","google/gemma-2-27b-it",3,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota kappa kappa kappa","iota kappa kappa kappa","iota iota lambda lambda",0,3,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1557","google/gemma-2-27b-it",3,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta kappa 
","eta kappa","eta kappa",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1558","google/gemma-2-27b-it",3,1004,"Greek","epsilon zeta","epsilon eta eta","kappa lambda","kappa mu mu","If epsilon zeta changes to epsilon eta eta, what does kappa lambda change to ?","kappa mu mu 
","kappa mu mu","kappa mu mu",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1559","google/gemma-2-27b-it",3,1005,"Greek","delta epsilon","gamma epsilon","theta theta iota iota","eta eta iota iota","If delta epsilon changes to gamma epsilon, what does theta theta iota iota change to ?","gamma gamma iota iota 
","gamma gamma iota iota","eta eta iota iota",0,2,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1560","google/gemma-2-27b-it",3,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ {","~ {","~ {",1,0,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1561","google/gemma-2-27b-it",3,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $","If % ! changes to % % ^ ^, what does # ~ change to ?","# # { { 
","# # { {","# # $ $",0,2,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1562","google/gemma-2-27b-it",3,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","~ # 
","~ #","^ $",0,2,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1563","google/gemma-2-27b-it",3,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ # # 
","$ # #","$ = =",0,2,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1564","google/gemma-2-27b-it",3,1005,"Symbol","^ #","! #","{ { = =","$ $ = =","If ^ # changes to ! #, what does { { = = change to ?","= = # # 
","= = # #","$ $ = =",0,4,"Gemma-2 27B","Gemma-2 27B_3","Gemma-2 27B",NA,NA
"1565","claude-3-5-sonnet-20241022",30,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1566","claude-3-5-sonnet-20241022",30,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1567","claude-3-5-sonnet-20241022",30,1001,"Latin","d e","d f","h i","h j","If d e changes to d f, what does h i change to ?","h j","h j","h j",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1568","claude-3-5-sonnet-20241022",30,1002,"Latin","c d","c c e e","i j","i i k k","If c d changes to c c e e, what does i j change to ?","i i k k","i i k k","i i k k",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1569","claude-3-5-sonnet-20241022",30,1003,"Latin","f g","f i","j k","j m","If f g changes to f i, what does j k change to ?","j m","j m","j m",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1570","claude-3-5-sonnet-20241022",30,1004,"Latin","d e","d f f","g h","g i i","If d e changes to d f f, what does g h change to ?","g i i","g i i","g i i",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1571","claude-3-5-sonnet-20241022",30,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","l m n n","l m n n","l l n n",0,1,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1572","claude-3-5-sonnet-20241022",30,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda","If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda","iota lambda","iota lambda",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1573","claude-3-5-sonnet-20241022",30,1002,"Greek","beta gamma","beta beta delta delta","theta iota","theta theta kappa kappa","If beta gamma changes to beta beta delta delta, what does theta iota change to ?","theta theta kappa kappa","theta theta kappa kappa","theta theta kappa kappa",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1574","claude-3-5-sonnet-20241022",30,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda","If delta epsilon changes to delta eta, what does theta iota change to ?","theta lambda","theta lambda","theta lambda",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1575","claude-3-5-sonnet-20241022",30,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu","If eta theta changes to eta iota iota, what does lambda mu change to ?","lambda nu nu","lambda nu nu","lambda nu nu",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1576","claude-3-5-sonnet-20241022",30,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta theta kappa kappa","theta theta kappa kappa","theta theta kappa kappa",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1577","claude-3-5-sonnet-20241022",30,1001,"Symbol","! ^","! #","$ {","$ =","If ! ^ changes to ! #, what does $ { change to ?","$ =","$ =","$ =",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1578","claude-3-5-sonnet-20241022",30,1002,"Symbol","@ %","@ @ ! !","^ #","^ ^ ~ ~","If @ % changes to @ @ ! !, what does ^ # change to ?","^ ^ ~ ~","^ ^ ~ ~","^ ^ ~ ~",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1579","claude-3-5-sonnet-20241022",30,1003,"Symbol","^ #","^ $","# ~","# {","If ^ # changes to ^ $, what does # ~ change to ?","# )","# )","# {",0,1,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1580","claude-3-5-sonnet-20241022",30,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ = =","$ = =","$ = =",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1581","claude-3-5-sonnet-20241022",30,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?","{ { : :","{ { : :","{ { : :",1,0,"Claude-3.5","Claude-3.5_30","Claude-3.5",NA,NA
"1582","gpt-4o-2024-08-06",30,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1583","gpt-4o-2024-08-06",30,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1584","gpt-4o-2024-08-06",30,1001,"Latin","d e","d f","h i","h j","If d e changes to d f, what does h i change to ?","h j","h j","h j",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1585","gpt-4o-2024-08-06",30,1002,"Latin","c d","c c e e","i j","i i k k","If c d changes to c c e e, what does i j change to ?","i i l l","i i l l","i i k k",0,2,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1586","gpt-4o-2024-08-06",30,1003,"Latin","f g","f i","j k","j m","If f g changes to f i, what does j k change to ?","j m","j m","j m",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1587","gpt-4o-2024-08-06",30,1004,"Latin","d e","d f f","g h","g i i","If d e changes to d f f, what does g h change to ?","g i i","g i i","g i i",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1588","gpt-4o-2024-08-06",30,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","l l n n","l l n n","l l n n",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1589","gpt-4o-2024-08-06",30,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda","If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda","iota lambda","iota lambda",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1590","gpt-4o-2024-08-06",30,1002,"Greek","beta gamma","beta beta delta delta","theta iota","theta theta kappa kappa","If beta gamma changes to beta beta delta delta, what does theta iota change to ?","theta theta kappa kappa","theta theta kappa kappa","theta theta kappa kappa",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1591","gpt-4o-2024-08-06",30,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda","If delta epsilon changes to delta eta, what does theta iota change to ?","theta lambda","theta lambda","theta lambda",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1592","gpt-4o-2024-08-06",30,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu","If eta theta changes to eta iota iota, what does lambda mu change to ?","lambda nu nu","lambda nu nu","lambda nu nu",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1593","gpt-4o-2024-08-06",30,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta theta kappa kappa","theta theta kappa kappa","theta theta kappa kappa",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1594","gpt-4o-2024-08-06",30,1001,"Symbol","! ^","! #","$ {","$ =","If ! ^ changes to ! #, what does $ { change to ?","$ =","$ =","$ =",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1595","gpt-4o-2024-08-06",30,1002,"Symbol","@ %","@ @ ! !","^ #","^ ^ ~ ~","If @ % changes to @ @ ! !, what does ^ # change to ?","^ ^ ~ ~","^ ^ ~ ~","^ ^ ~ ~",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1596","gpt-4o-2024-08-06",30,1003,"Symbol","^ #","^ $","# ~","# {","If ^ # changes to ^ $, what does # ~ change to ?","$ {","$ {","# {",0,1,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1597","gpt-4o-2024-08-06",30,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ = =","$ = =","$ = =",1,0,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1598","gpt-4o-2024-08-06",30,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?","$ $ : :","$ $ : :","{ { : :",0,2,"GPT-4o","GPT-4o_30","GPT-4o",NA,NA
"1599","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1600","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1601","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1001,"Latin","d e","d f","h i","h j","If d e changes to d f, what does h i change to ?","h j","h j","h j",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1602","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1002,"Latin","c d","c c e e","i j","i i k k","If c d changes to c c e e, what does i j change to ?","i i k k","i i k k","i i k k",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1603","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1003,"Latin","f g","f i","j k","j m","If f g changes to f i, what does j k change to ?","j m","j m","j m",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1604","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1004,"Latin","d e","d f f","g h","g i i","If d e changes to d f f, what does g h change to ?","g i i","g i i","g i i",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1605","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","l m n n","l m n n","l l n n",0,1,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1606","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda","If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda","iota lambda","iota lambda",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1607","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1002,"Greek","beta gamma","beta beta delta delta","theta iota","theta theta kappa kappa","If beta gamma changes to beta beta delta delta, what does theta iota change to ?","theta theta kappa kappa","theta theta kappa kappa","theta theta kappa kappa",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1608","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda","If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa","theta kappa","theta lambda",0,1,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1609","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu","If eta theta changes to eta iota iota, what does lambda mu change to ?","lambda nu nu","lambda nu nu","lambda nu nu",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1610","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta theta kappa kappa","theta theta kappa kappa","theta theta kappa kappa",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1611","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1001,"Symbol","! ^","! #","$ {","$ =","If ! ^ changes to ! #, what does $ { change to ?","$ =","$ =","$ =",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1612","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1002,"Symbol","@ %","@ @ ! !","^ #","^ ^ ~ ~","If @ % changes to @ @ ! !, what does ^ # change to ?","^ ^ $ $","^ ^ $ $","^ ^ ~ ~",0,2,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1613","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1003,"Symbol","^ #","^ $","# ~","# {","If ^ # changes to ^ $, what does # ~ change to ?","# $ changes to # {","# {","# {",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1614","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ = =","$ = =","$ = =",1,0,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1615","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",30,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?","$ { changes to ^ {","^ {","{ { : :",0,3,"Llama-3.1 405B","Llama-3.1 405B_30","Llama-3.1 405B",NA,NA
"1616","google/gemma-2-27b-it",30,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1617","google/gemma-2-27b-it",30,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k 
","j k k","j k k",1,0,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1618","google/gemma-2-27b-it",30,1001,"Latin","d e","d f","h i","h j","If d e changes to d f, what does h i change to ?","h k 
","h k","h j",0,1,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1619","google/gemma-2-27b-it",30,1002,"Latin","c d","c c e e","i j","i i k k","If c d changes to c c e e, what does i j change to ?","i i k k 
","i i k k","i i k k",1,0,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1620","google/gemma-2-27b-it",30,1003,"Latin","f g","f i","j k","j m","If f g changes to f i, what does j k change to ?","j m 
","j m","j m",1,0,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1621","google/gemma-2-27b-it",30,1004,"Latin","d e","d f f","g h","g i i","If d e changes to d f f, what does g h change to ?","g i i 
","g i i","g i i",1,0,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1622","google/gemma-2-27b-it",30,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","e e n n 
","e e n n","l l n n",0,2,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1623","google/gemma-2-27b-it",30,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda","If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda 
","iota lambda","iota lambda",1,0,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
"1624","google/gemma-2-27b-it",30,1002,"Greek","beta gamma","beta beta delta delta","theta iota","theta theta kappa kappa","If beta gamma changes to beta beta delta delta, what does theta iota change to ?","theta theta kappa kappa 
","theta theta kappa kappa","theta theta kappa kappa",1,0,"Gemma-2 27B","Gemma-2 27B_30","Gemma-2 27B",NA,NA
